AgeGroup,Divorced,YearsTogether,Divorced,Province,Divorced
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,1,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,1,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,1,,
,,21 years,0,,
,,21 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,1,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,1,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,1,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,22 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,1,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,1,,
,,23 years,0,,
,,23 years,1,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,0,,
,,23 years,1,,
,,23 years,0,,
,,23 years,1,,
,,23 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,1,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,1,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,24 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,1,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,1,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,25 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,1,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,1,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,1,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,26 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,1,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,1,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,1,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,0,,
,,27 years,1,,
,,27 years,0,,
,,27 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,1,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,1,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,28 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,1,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,1,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,1,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,29 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,1,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,1,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,1,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,1,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,30 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,1,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,1,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,31 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,32 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,1,,
,,33 years,0,,
,,33 years,0,,
,,33 years,1,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,1,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,1,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,1,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,33 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,1,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,34 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
,,35 years,0,,
