AgeGroup,YearsTogether,Province,Divorced
65 years and over,16 years,Ont.,0
65 years and over,16 years,Ont.,1
65 years and over,16 years,Ont.,0
65 years and over,16 years,Ont.,0
65 years and over,16 years,Ont.,0
65 years and over,16 years,Man.,0
65 years and over,16 years,Man.,0
65 years and over,16 years,Man.,0
65 years and over,16 years,Man.,1
65 years and over,16 years,Man.,0
65 years and over,16 years,Man.,0
65 years and over,16 years,Man.,0
65 years and over,16 years,Man.,0
65 years and over,16 years,Man.,1
65 years and over,16 years,Man.,0
65 years and over,16 years,Sask.,0
65 years and over,16 years,Sask.,0
65 years and over,16 years,Sask.,0
65 years and over,16 years,Sask.,0
65 years and over,16 years,Sask.,0
65 years and over,16 years,Sask.,0
65 years and over,16 years,Sask.,0
65 years and over,16 years,Sask.,0
65 years and over,16 years,Sask.,0
65 years and over,16 years,Sask.,0
65 years and over,16 years,Alta.,0
65 years and over,16 years,Alta.,0
65 years and over,16 years,Alta.,0
65 years and over,16 years,Alta.,0
65 years and over,16 years,Alta.,0
65 years and over,16 years,Alta.,0
65 years and over,16 years,Alta.,0
65 years and over,16 years,Alta.,0
65 years and over,16 years,Alta.,0
65 years and over,16 years,Alta.,1
65 years and over,16 years,B.C.,0
65 years and over,16 years,B.C.,0
65 years and over,16 years,B.C.,0
65 years and over,16 years,B.C.,0
65 years and over,16 years,B.C.,0
65 years and over,16 years,B.C.,1
65 years and over,16 years,B.C.,0
65 years and over,16 years,B.C.,1
65 years and over,16 years,B.C.,1
65 years and over,16 years,B.C.,0
65 years and over,16 years,Y.T.,0
65 years and over,16 years,Y.T.,1
65 years and over,16 years,Y.T.,0
65 years and over,16 years,Y.T.,0
65 years and over,16 years,Y.T.,0
65 years and over,16 years,Y.T.,0
65 years and over,16 years,Y.T.,0
65 years and over,16 years,Y.T.,0
65 years and over,16 years,Y.T.,0
65 years and over,16 years,Y.T.,0
65 years and over,16 years,N.W.T.,1
65 years and over,16 years,N.W.T.,0
65 years and over,16 years,N.W.T.,0
65 years and over,16 years,N.W.T.,0
65 years and over,16 years,N.W.T.,0
65 years and over,16 years,N.W.T.,0
65 years and over,16 years,N.W.T.,1
65 years and over,16 years,N.W.T.,0
65 years and over,16 years,N.W.T.,0
65 years and over,16 years,N.W.T.,0
65 years and over,17 years,N.L.,0
65 years and over,17 years,N.L.,0
65 years and over,17 years,N.L.,0
65 years and over,17 years,N.L.,0
65 years and over,17 years,N.L.,0
65 years and over,17 years,N.L.,0
65 years and over,17 years,N.L.,0
65 years and over,17 years,N.L.,0
65 years and over,17 years,N.L.,0
65 years and over,17 years,N.L.,0
65 years and over,17 years,P.E.I.,0
65 years and over,17 years,P.E.I.,0
65 years and over,17 years,P.E.I.,0
65 years and over,17 years,P.E.I.,1
65 years and over,17 years,P.E.I.,0
65 years and over,17 years,P.E.I.,0
65 years and over,17 years,P.E.I.,0
65 years and over,17 years,P.E.I.,0
65 years and over,17 years,P.E.I.,0
65 years and over,17 years,P.E.I.,0
65 years and over,17 years,N.S.,0
65 years and over,17 years,N.S.,1
65 years and over,17 years,N.S.,1
65 years and over,17 years,N.S.,0
65 years and over,17 years,N.S.,1
65 years and over,17 years,N.S.,0
65 years and over,17 years,N.S.,0
65 years and over,17 years,N.S.,0
65 years and over,17 years,N.S.,0
65 years and over,17 years,N.S.,0
65 years and over,17 years,N.B.,0
65 years and over,17 years,N.B.,0
65 years and over,17 years,N.B.,1
65 years and over,17 years,N.B.,0
65 years and over,17 years,N.B.,0
65 years and over,17 years,N.B.,0
65 years and over,17 years,N.B.,0
65 years and over,17 years,N.B.,0
65 years and over,17 years,N.B.,0
65 years and over,17 years,N.B.,0
65 years and over,17 years,Que.,0
65 years and over,17 years,Que.,0
65 years and over,17 years,Que.,0
65 years and over,17 years,Que.,0
65 years and over,17 years,Que.,0
65 years and over,17 years,Que.,0
65 years and over,17 years,Que.,0
65 years and over,17 years,Que.,0
65 years and over,17 years,Que.,0
65 years and over,17 years,Que.,0
65 years and over,17 years,Ont.,0
65 years and over,17 years,Ont.,1
65 years and over,17 years,Ont.,0
65 years and over,17 years,Ont.,0
65 years and over,17 years,Ont.,0
65 years and over,17 years,Ont.,0
65 years and over,17 years,Ont.,0
65 years and over,17 years,Ont.,0
65 years and over,17 years,Ont.,0
65 years and over,17 years,Ont.,0
65 years and over,17 years,Man.,0
65 years and over,17 years,Man.,0
65 years and over,17 years,Man.,0
65 years and over,17 years,Man.,0
65 years and over,17 years,Man.,0
65 years and over,17 years,Man.,0
65 years and over,17 years,Man.,0
65 years and over,17 years,Man.,0
65 years and over,17 years,Man.,0
65 years and over,17 years,Man.,0
65 years and over,17 years,Sask.,0
65 years and over,17 years,Sask.,0
65 years and over,17 years,Sask.,1
65 years and over,17 years,Sask.,0
65 years and over,17 years,Sask.,0
65 years and over,17 years,Sask.,0
65 years and over,17 years,Sask.,0
65 years and over,17 years,Sask.,0
65 years and over,17 years,Sask.,0
65 years and over,17 years,Sask.,0
65 years and over,17 years,Alta.,0
65 years and over,17 years,Alta.,0
65 years and over,17 years,Alta.,0
65 years and over,17 years,Alta.,0
65 years and over,17 years,Alta.,0
65 years and over,17 years,Alta.,1
65 years and over,17 years,Alta.,0
65 years and over,17 years,Alta.,0
65 years and over,17 years,Alta.,1
65 years and over,17 years,Alta.,0
65 years and over,17 years,B.C.,0
65 years and over,17 years,B.C.,1
65 years and over,17 years,B.C.,0
65 years and over,17 years,B.C.,0
65 years and over,17 years,B.C.,0
65 years and over,17 years,B.C.,0
65 years and over,17 years,B.C.,0
65 years and over,17 years,B.C.,0
65 years and over,17 years,B.C.,0
65 years and over,17 years,B.C.,0
65 years and over,17 years,Y.T.,0
65 years and over,17 years,Y.T.,0
65 years and over,17 years,Y.T.,0
65 years and over,17 years,Y.T.,0
65 years and over,17 years,Y.T.,0
65 years and over,17 years,Y.T.,1
65 years and over,17 years,Y.T.,0
65 years and over,17 years,Y.T.,0
65 years and over,17 years,Y.T.,0
65 years and over,17 years,Y.T.,0
65 years and over,17 years,N.W.T.,0
65 years and over,17 years,N.W.T.,0
65 years and over,17 years,N.W.T.,0
65 years and over,17 years,N.W.T.,0
65 years and over,17 years,N.W.T.,0
65 years and over,17 years,N.W.T.,0
65 years and over,17 years,N.W.T.,0
65 years and over,17 years,N.W.T.,0
65 years and over,17 years,N.W.T.,1
65 years and over,17 years,N.W.T.,0
65 years and over,18 years,N.L.,0
65 years and over,18 years,N.L.,0
65 years and over,18 years,N.L.,0
65 years and over,18 years,N.L.,0
65 years and over,18 years,N.L.,0
65 years and over,18 years,N.L.,0
65 years and over,18 years,N.L.,0
65 years and over,18 years,N.L.,0
65 years and over,18 years,N.L.,0
65 years and over,18 years,N.L.,0
65 years and over,18 years,P.E.I.,0
65 years and over,18 years,P.E.I.,0
65 years and over,18 years,P.E.I.,1
65 years and over,18 years,P.E.I.,0
65 years and over,18 years,P.E.I.,0
65 years and over,18 years,P.E.I.,0
65 years and over,18 years,P.E.I.,0
65 years and over,18 years,P.E.I.,1
65 years and over,18 years,P.E.I.,0
65 years and over,18 years,P.E.I.,0
65 years and over,18 years,N.S.,0
65 years and over,18 years,N.S.,0
65 years and over,18 years,N.S.,1
65 years and over,18 years,N.S.,0
65 years and over,18 years,N.S.,0
65 years and over,18 years,N.S.,0
65 years and over,18 years,N.S.,1
65 years and over,18 years,N.S.,0
65 years and over,18 years,N.S.,0
65 years and over,18 years,N.S.,1
65 years and over,18 years,N.B.,0
65 years and over,18 years,N.B.,1
65 years and over,18 years,N.B.,0
65 years and over,18 years,N.B.,0
65 years and over,18 years,N.B.,0
65 years and over,18 years,N.B.,0
65 years and over,18 years,N.B.,0
65 years and over,18 years,N.B.,0
65 years and over,18 years,N.B.,0
65 years and over,18 years,N.B.,1
65 years and over,18 years,Que.,0
65 years and over,18 years,Que.,0
65 years and over,18 years,Que.,0
65 years and over,18 years,Que.,0
65 years and over,18 years,Que.,1
65 years and over,18 years,Que.,0
65 years and over,18 years,Que.,0
65 years and over,18 years,Que.,0
65 years and over,18 years,Que.,0
65 years and over,18 years,Que.,0
65 years and over,18 years,Ont.,0
65 years and over,18 years,Ont.,0
65 years and over,18 years,Ont.,0
65 years and over,18 years,Ont.,1
65 years and over,18 years,Ont.,0
65 years and over,18 years,Ont.,0
65 years and over,18 years,Ont.,0
65 years and over,18 years,Ont.,1
65 years and over,18 years,Ont.,0
65 years and over,18 years,Ont.,0
65 years and over,18 years,Man.,0
65 years and over,18 years,Man.,0
65 years and over,18 years,Man.,0
65 years and over,18 years,Man.,0
65 years and over,18 years,Man.,0
65 years and over,18 years,Man.,0
65 years and over,18 years,Man.,0
65 years and over,18 years,Man.,1
65 years and over,18 years,Man.,0
65 years and over,18 years,Man.,0
65 years and over,18 years,Sask.,0
65 years and over,18 years,Sask.,0
65 years and over,18 years,Sask.,0
65 years and over,18 years,Sask.,0
65 years and over,18 years,Sask.,0
65 years and over,18 years,Sask.,0
65 years and over,18 years,Sask.,0
65 years and over,18 years,Sask.,0
65 years and over,18 years,Sask.,0
65 years and over,18 years,Sask.,0
65 years and over,18 years,Alta.,0
65 years and over,18 years,Alta.,0
65 years and over,18 years,Alta.,0
65 years and over,18 years,Alta.,0
65 years and over,18 years,Alta.,1
65 years and over,18 years,Alta.,0
65 years and over,18 years,Alta.,0
65 years and over,18 years,Alta.,0
65 years and over,18 years,Alta.,0
65 years and over,18 years,Alta.,0
65 years and over,18 years,B.C.,1
65 years and over,18 years,B.C.,0
65 years and over,18 years,B.C.,0
65 years and over,18 years,B.C.,0
65 years and over,18 years,B.C.,0
65 years and over,18 years,B.C.,0
65 years and over,18 years,B.C.,0
65 years and over,18 years,B.C.,0
65 years and over,18 years,B.C.,0
65 years and over,18 years,B.C.,0
65 years and over,18 years,Y.T.,0
65 years and over,18 years,Y.T.,0
65 years and over,18 years,Y.T.,1
65 years and over,18 years,Y.T.,0
65 years and over,18 years,Y.T.,1
65 years and over,18 years,Y.T.,0
65 years and over,18 years,Y.T.,1
65 years and over,18 years,Y.T.,0
65 years and over,18 years,Y.T.,0
65 years and over,18 years,Y.T.,0
65 years and over,18 years,N.W.T.,1
65 years and over,18 years,N.W.T.,0
65 years and over,18 years,N.W.T.,0
65 years and over,18 years,N.W.T.,0
65 years and over,18 years,N.W.T.,0
65 years and over,18 years,N.W.T.,0
65 years and over,18 years,N.W.T.,0
65 years and over,18 years,N.W.T.,0
65 years and over,18 years,N.W.T.,0
65 years and over,18 years,N.W.T.,0
65 years and over,19 years,N.L.,0
65 years and over,19 years,N.L.,1
65 years and over,19 years,N.L.,0
65 years and over,19 years,N.L.,0
65 years and over,19 years,N.L.,0
65 years and over,19 years,N.L.,0
65 years and over,19 years,N.L.,0
65 years and over,19 years,N.L.,0
65 years and over,19 years,N.L.,0
65 years and over,19 years,N.L.,0
65 years and over,19 years,P.E.I.,0
65 years and over,19 years,P.E.I.,1
65 years and over,19 years,P.E.I.,0
65 years and over,19 years,P.E.I.,0
65 years and over,19 years,P.E.I.,0
65 years and over,19 years,P.E.I.,0
65 years and over,19 years,P.E.I.,0
65 years and over,19 years,P.E.I.,0
65 years and over,19 years,P.E.I.,0
65 years and over,19 years,P.E.I.,0
65 years and over,19 years,N.S.,0
65 years and over,19 years,N.S.,0
65 years and over,19 years,N.S.,0
65 years and over,19 years,N.S.,0
65 years and over,19 years,N.S.,0
65 years and over,19 years,N.S.,0
65 years and over,19 years,N.S.,0
65 years and over,19 years,N.S.,0
65 years and over,19 years,N.S.,0
65 years and over,19 years,N.S.,0
65 years and over,19 years,N.B.,0
65 years and over,19 years,N.B.,0
65 years and over,19 years,N.B.,0
65 years and over,19 years,N.B.,0
65 years and over,19 years,N.B.,0
65 years and over,19 years,N.B.,0
65 years and over,19 years,N.B.,1
65 years and over,19 years,N.B.,0
65 years and over,19 years,N.B.,0
65 years and over,19 years,N.B.,0
65 years and over,19 years,Que.,0
65 years and over,19 years,Que.,0
65 years and over,19 years,Que.,0
65 years and over,19 years,Que.,0
65 years and over,19 years,Que.,0
65 years and over,19 years,Que.,0
65 years and over,19 years,Que.,0
65 years and over,19 years,Que.,0
65 years and over,19 years,Que.,0
65 years and over,19 years,Que.,0
65 years and over,19 years,Ont.,0
65 years and over,19 years,Ont.,0
65 years and over,19 years,Ont.,0
65 years and over,19 years,Ont.,0
65 years and over,19 years,Ont.,0
65 years and over,19 years,Ont.,0
65 years and over,19 years,Ont.,0
65 years and over,19 years,Ont.,1
65 years and over,19 years,Ont.,1
65 years and over,19 years,Ont.,0
65 years and over,19 years,Man.,0
65 years and over,19 years,Man.,0
65 years and over,19 years,Man.,0
65 years and over,19 years,Man.,0
65 years and over,19 years,Man.,0
65 years and over,19 years,Man.,0
65 years and over,19 years,Man.,0
65 years and over,19 years,Man.,0
65 years and over,19 years,Man.,0
65 years and over,19 years,Man.,1
65 years and over,19 years,Sask.,0
65 years and over,19 years,Sask.,0
65 years and over,19 years,Sask.,0
65 years and over,19 years,Sask.,0
65 years and over,19 years,Sask.,0
65 years and over,19 years,Sask.,0
65 years and over,19 years,Sask.,0
65 years and over,19 years,Sask.,0
65 years and over,19 years,Sask.,0
65 years and over,19 years,Sask.,0
65 years and over,19 years,Alta.,0
65 years and over,19 years,Alta.,1
65 years and over,19 years,Alta.,0
65 years and over,19 years,Alta.,0
65 years and over,19 years,Alta.,0
65 years and over,19 years,Alta.,0
65 years and over,19 years,Alta.,0
65 years and over,19 years,Alta.,0
65 years and over,19 years,Alta.,0
65 years and over,19 years,Alta.,0
65 years and over,19 years,B.C.,0
65 years and over,19 years,B.C.,0
65 years and over,19 years,B.C.,0
65 years and over,19 years,B.C.,0
65 years and over,19 years,B.C.,0
65 years and over,19 years,B.C.,0
65 years and over,19 years,B.C.,0
65 years and over,19 years,B.C.,0
65 years and over,19 years,B.C.,0
65 years and over,19 years,B.C.,0
65 years and over,19 years,Y.T.,0
65 years and over,19 years,Y.T.,0
65 years and over,19 years,Y.T.,0
65 years and over,19 years,Y.T.,0
65 years and over,19 years,Y.T.,0
65 years and over,19 years,Y.T.,0
65 years and over,19 years,Y.T.,0
65 years and over,19 years,Y.T.,0
65 years and over,19 years,Y.T.,0
65 years and over,19 years,Y.T.,0
65 years and over,19 years,N.W.T.,0
65 years and over,19 years,N.W.T.,0
65 years and over,19 years,N.W.T.,0
65 years and over,19 years,N.W.T.,0
65 years and over,19 years,N.W.T.,0
65 years and over,19 years,N.W.T.,0
65 years and over,19 years,N.W.T.,0
65 years and over,19 years,N.W.T.,0
65 years and over,19 years,N.W.T.,0
65 years and over,19 years,N.W.T.,1
65 years and over,20 years,N.L.,0
65 years and over,20 years,N.L.,0
65 years and over,20 years,N.L.,0
65 years and over,20 years,N.L.,0
65 years and over,20 years,N.L.,0
65 years and over,20 years,N.L.,0
65 years and over,20 years,N.L.,0
65 years and over,20 years,N.L.,1
65 years and over,20 years,N.L.,0
65 years and over,20 years,N.L.,0
65 years and over,20 years,P.E.I.,0
65 years and over,20 years,P.E.I.,0
65 years and over,20 years,P.E.I.,0
65 years and over,20 years,P.E.I.,0
65 years and over,20 years,P.E.I.,0
65 years and over,20 years,P.E.I.,0
65 years and over,20 years,P.E.I.,0
65 years and over,20 years,P.E.I.,0
65 years and over,20 years,P.E.I.,0
65 years and over,20 years,P.E.I.,0
65 years and over,20 years,N.S.,0
65 years and over,20 years,N.S.,0
65 years and over,20 years,N.S.,0
65 years and over,20 years,N.S.,0
65 years and over,20 years,N.S.,0
65 years and over,20 years,N.S.,0
65 years and over,20 years,N.S.,0
65 years and over,20 years,N.S.,0
65 years and over,20 years,N.S.,0
65 years and over,20 years,N.S.,0
65 years and over,20 years,N.B.,0
65 years and over,20 years,N.B.,0
65 years and over,20 years,N.B.,0
65 years and over,20 years,N.B.,0
65 years and over,20 years,N.B.,0
65 years and over,20 years,N.B.,0
65 years and over,20 years,N.B.,1
65 years and over,20 years,N.B.,0
65 years and over,20 years,N.B.,0
65 years and over,20 years,N.B.,0
65 years and over,20 years,Que.,0
65 years and over,20 years,Que.,0
65 years and over,20 years,Que.,0
65 years and over,20 years,Que.,0
65 years and over,20 years,Que.,0
65 years and over,20 years,Que.,0
65 years and over,20 years,Que.,0
65 years and over,20 years,Que.,0
65 years and over,20 years,Que.,0
65 years and over,20 years,Que.,0
65 years and over,20 years,Ont.,0
65 years and over,20 years,Ont.,0
65 years and over,20 years,Ont.,0
65 years and over,20 years,Ont.,0
65 years and over,20 years,Ont.,0
65 years and over,20 years,Ont.,0
65 years and over,20 years,Ont.,0
65 years and over,20 years,Ont.,0
65 years and over,20 years,Ont.,0
65 years and over,20 years,Ont.,0
65 years and over,20 years,Man.,0
65 years and over,20 years,Man.,0
65 years and over,20 years,Man.,1
65 years and over,20 years,Man.,1
65 years and over,20 years,Man.,0
65 years and over,20 years,Man.,0
65 years and over,20 years,Man.,1
65 years and over,20 years,Man.,0
65 years and over,20 years,Man.,0
65 years and over,20 years,Man.,0
65 years and over,20 years,Sask.,0
65 years and over,20 years,Sask.,1
65 years and over,20 years,Sask.,0
65 years and over,20 years,Sask.,0
65 years and over,20 years,Sask.,0
65 years and over,20 years,Sask.,0
65 years and over,20 years,Sask.,0
65 years and over,20 years,Sask.,0
65 years and over,20 years,Sask.,0
65 years and over,20 years,Sask.,0
65 years and over,20 years,Alta.,0
65 years and over,20 years,Alta.,0
65 years and over,20 years,Alta.,0
65 years and over,20 years,Alta.,0
65 years and over,20 years,Alta.,0
65 years and over,20 years,Alta.,0
65 years and over,20 years,Alta.,1
65 years and over,20 years,Alta.,0
65 years and over,20 years,Alta.,0
65 years and over,20 years,Alta.,0
65 years and over,20 years,B.C.,0
65 years and over,20 years,B.C.,0
65 years and over,20 years,B.C.,0
65 years and over,20 years,B.C.,0
65 years and over,20 years,B.C.,0
65 years and over,20 years,B.C.,0
65 years and over,20 years,B.C.,1
65 years and over,20 years,B.C.,0
65 years and over,20 years,B.C.,0
65 years and over,20 years,B.C.,0
65 years and over,20 years,Y.T.,0
65 years and over,20 years,Y.T.,0
65 years and over,20 years,Y.T.,1
65 years and over,20 years,Y.T.,0
65 years and over,20 years,Y.T.,1
65 years and over,20 years,Y.T.,0
65 years and over,20 years,Y.T.,0
65 years and over,20 years,Y.T.,1
65 years and over,20 years,Y.T.,0
65 years and over,20 years,Y.T.,1
65 years and over,20 years,N.W.T.,0
65 years and over,20 years,N.W.T.,0
65 years and over,20 years,N.W.T.,0
65 years and over,20 years,N.W.T.,0
65 years and over,20 years,N.W.T.,0
65 years and over,20 years,N.W.T.,0
65 years and over,20 years,N.W.T.,0
65 years and over,20 years,N.W.T.,0
65 years and over,20 years,N.W.T.,0
65 years and over,20 years,N.W.T.,0
65 years and over,21 years,N.L.,0
65 years and over,21 years,N.L.,0
65 years and over,21 years,N.L.,0
65 years and over,21 years,N.L.,0
65 years and over,21 years,N.L.,0
65 years and over,21 years,N.L.,1
65 years and over,21 years,N.L.,0
65 years and over,21 years,N.L.,1
65 years and over,21 years,N.L.,0
65 years and over,21 years,N.L.,0
65 years and over,21 years,P.E.I.,0
65 years and over,21 years,P.E.I.,0
65 years and over,21 years,P.E.I.,0
65 years and over,21 years,P.E.I.,0
65 years and over,21 years,P.E.I.,0
65 years and over,21 years,P.E.I.,0
65 years and over,21 years,P.E.I.,0
65 years and over,21 years,P.E.I.,1
65 years and over,21 years,P.E.I.,0
65 years and over,21 years,P.E.I.,0
65 years and over,21 years,N.S.,0
65 years and over,21 years,N.S.,0
65 years and over,21 years,N.S.,0
65 years and over,21 years,N.S.,0
65 years and over,21 years,N.S.,0
65 years and over,21 years,N.S.,0
65 years and over,21 years,N.S.,0
65 years and over,21 years,N.S.,0
65 years and over,21 years,N.S.,0
65 years and over,21 years,N.S.,0
65 years and over,21 years,N.B.,0
65 years and over,21 years,N.B.,0
65 years and over,21 years,N.B.,0
65 years and over,21 years,N.B.,0
65 years and over,21 years,N.B.,0
65 years and over,21 years,N.B.,0
65 years and over,21 years,N.B.,0
65 years and over,21 years,N.B.,0
65 years and over,21 years,N.B.,0
65 years and over,21 years,N.B.,0
65 years and over,21 years,Que.,0
65 years and over,21 years,Que.,0
65 years and over,21 years,Que.,0
65 years and over,21 years,Que.,0
65 years and over,21 years,Que.,0
65 years and over,21 years,Que.,0
65 years and over,21 years,Que.,0
65 years and over,21 years,Que.,0
65 years and over,21 years,Que.,0
65 years and over,21 years,Que.,1
65 years and over,21 years,Ont.,0
65 years and over,21 years,Ont.,1
65 years and over,21 years,Ont.,0
65 years and over,21 years,Ont.,0
65 years and over,21 years,Ont.,1
65 years and over,21 years,Ont.,0
65 years and over,21 years,Ont.,0
65 years and over,21 years,Ont.,0
65 years and over,21 years,Ont.,0
65 years and over,21 years,Ont.,0
65 years and over,21 years,Man.,0
65 years and over,21 years,Man.,0
65 years and over,21 years,Man.,0
65 years and over,21 years,Man.,0
65 years and over,21 years,Man.,0
65 years and over,21 years,Man.,0
65 years and over,21 years,Man.,0
65 years and over,21 years,Man.,0
65 years and over,21 years,Man.,0
65 years and over,21 years,Man.,0
65 years and over,21 years,Sask.,0
65 years and over,21 years,Sask.,0
65 years and over,21 years,Sask.,0
65 years and over,21 years,Sask.,0
65 years and over,21 years,Sask.,0
65 years and over,21 years,Sask.,0
65 years and over,21 years,Sask.,0
65 years and over,21 years,Sask.,0
65 years and over,21 years,Sask.,0
65 years and over,21 years,Sask.,0
65 years and over,21 years,Alta.,0
65 years and over,21 years,Alta.,1
65 years and over,21 years,Alta.,0
65 years and over,21 years,Alta.,0
65 years and over,21 years,Alta.,1
65 years and over,21 years,Alta.,0
65 years and over,21 years,Alta.,0
65 years and over,21 years,Alta.,0
65 years and over,21 years,Alta.,0
65 years and over,21 years,Alta.,0
65 years and over,21 years,B.C.,0
65 years and over,21 years,B.C.,0
65 years and over,21 years,B.C.,1
65 years and over,21 years,B.C.,0
65 years and over,21 years,B.C.,0
65 years and over,21 years,B.C.,0
65 years and over,21 years,B.C.,0
65 years and over,21 years,B.C.,0
65 years and over,21 years,B.C.,0
65 years and over,21 years,B.C.,0
65 years and over,21 years,Y.T.,1
65 years and over,21 years,Y.T.,1
65 years and over,21 years,Y.T.,0
65 years and over,21 years,Y.T.,0
65 years and over,21 years,Y.T.,0
65 years and over,21 years,Y.T.,0
65 years and over,21 years,Y.T.,0
65 years and over,21 years,Y.T.,0
65 years and over,21 years,Y.T.,0
65 years and over,21 years,Y.T.,0
65 years and over,21 years,N.W.T.,0
65 years and over,21 years,N.W.T.,0
65 years and over,21 years,N.W.T.,0
65 years and over,21 years,N.W.T.,1
65 years and over,21 years,N.W.T.,0
65 years and over,21 years,N.W.T.,0
65 years and over,21 years,N.W.T.,0
65 years and over,21 years,N.W.T.,0
65 years and over,21 years,N.W.T.,0
65 years and over,21 years,N.W.T.,0
65 years and over,22 years,N.L.,0
65 years and over,22 years,N.L.,0
65 years and over,22 years,N.L.,1
65 years and over,22 years,N.L.,0
65 years and over,22 years,N.L.,0
65 years and over,22 years,N.L.,0
65 years and over,22 years,N.L.,0
65 years and over,22 years,N.L.,0
65 years and over,22 years,N.L.,0
65 years and over,22 years,N.L.,0
65 years and over,22 years,P.E.I.,0
65 years and over,22 years,P.E.I.,0
65 years and over,22 years,P.E.I.,0
65 years and over,22 years,P.E.I.,0
65 years and over,22 years,P.E.I.,0
65 years and over,22 years,P.E.I.,0
65 years and over,22 years,P.E.I.,0
65 years and over,22 years,P.E.I.,0
65 years and over,22 years,P.E.I.,1
65 years and over,22 years,P.E.I.,0
65 years and over,22 years,N.S.,0
65 years and over,22 years,N.S.,0
65 years and over,22 years,N.S.,0
65 years and over,22 years,N.S.,0
65 years and over,22 years,N.S.,0
65 years and over,22 years,N.S.,0
65 years and over,22 years,N.S.,0
65 years and over,22 years,N.S.,0
65 years and over,22 years,N.S.,0
65 years and over,22 years,N.S.,0
65 years and over,22 years,N.B.,0
65 years and over,22 years,N.B.,0
65 years and over,22 years,N.B.,0
65 years and over,22 years,N.B.,0
65 years and over,22 years,N.B.,0
65 years and over,22 years,N.B.,0
65 years and over,22 years,N.B.,0
65 years and over,22 years,N.B.,0
65 years and over,22 years,N.B.,0
65 years and over,22 years,N.B.,0
65 years and over,22 years,Que.,0
65 years and over,22 years,Que.,0
65 years and over,22 years,Que.,0
65 years and over,22 years,Que.,0
65 years and over,22 years,Que.,0
65 years and over,22 years,Que.,0
65 years and over,22 years,Que.,0
65 years and over,22 years,Que.,0
65 years and over,22 years,Que.,0
65 years and over,22 years,Que.,0
65 years and over,22 years,Ont.,1
65 years and over,22 years,Ont.,0
65 years and over,22 years,Ont.,0
65 years and over,22 years,Ont.,0
65 years and over,22 years,Ont.,1
65 years and over,22 years,Ont.,0
65 years and over,22 years,Ont.,1
65 years and over,22 years,Ont.,0
65 years and over,22 years,Ont.,0
65 years and over,22 years,Ont.,0
65 years and over,22 years,Man.,0
65 years and over,22 years,Man.,0
65 years and over,22 years,Man.,1
65 years and over,22 years,Man.,1
65 years and over,22 years,Man.,0
65 years and over,22 years,Man.,0
65 years and over,22 years,Man.,0
65 years and over,22 years,Man.,0
65 years and over,22 years,Man.,1
65 years and over,22 years,Man.,0
65 years and over,22 years,Sask.,0
65 years and over,22 years,Sask.,0
65 years and over,22 years,Sask.,0
65 years and over,22 years,Sask.,0
65 years and over,22 years,Sask.,1
65 years and over,22 years,Sask.,0
65 years and over,22 years,Sask.,0
65 years and over,22 years,Sask.,0
65 years and over,22 years,Sask.,0
65 years and over,22 years,Sask.,0
65 years and over,22 years,Alta.,0
65 years and over,22 years,Alta.,0
65 years and over,22 years,Alta.,0
65 years and over,22 years,Alta.,0
65 years and over,22 years,Alta.,0
65 years and over,22 years,Alta.,1
65 years and over,22 years,Alta.,0
65 years and over,22 years,Alta.,0
65 years and over,22 years,Alta.,0
65 years and over,22 years,Alta.,0
65 years and over,22 years,B.C.,0
65 years and over,22 years,B.C.,0
65 years and over,22 years,B.C.,0
65 years and over,22 years,B.C.,0
65 years and over,22 years,B.C.,0
65 years and over,22 years,B.C.,0
65 years and over,22 years,B.C.,0
65 years and over,22 years,B.C.,0
65 years and over,22 years,B.C.,0
65 years and over,22 years,B.C.,0
65 years and over,22 years,Y.T.,0
65 years and over,22 years,Y.T.,0
65 years and over,22 years,Y.T.,0
65 years and over,22 years,Y.T.,0
65 years and over,22 years,Y.T.,0
65 years and over,22 years,Y.T.,0
65 years and over,22 years,Y.T.,0
65 years and over,22 years,Y.T.,0
65 years and over,22 years,Y.T.,1
65 years and over,22 years,Y.T.,0
65 years and over,22 years,N.W.T.,0
65 years and over,22 years,N.W.T.,0
65 years and over,22 years,N.W.T.,0
65 years and over,22 years,N.W.T.,0
65 years and over,22 years,N.W.T.,1
65 years and over,22 years,N.W.T.,0
65 years and over,22 years,N.W.T.,0
65 years and over,22 years,N.W.T.,0
65 years and over,22 years,N.W.T.,0
65 years and over,22 years,N.W.T.,0
65 years and over,23 years,N.L.,0
65 years and over,23 years,N.L.,0
65 years and over,23 years,N.L.,0
65 years and over,23 years,N.L.,0
65 years and over,23 years,N.L.,0
65 years and over,23 years,N.L.,1
65 years and over,23 years,N.L.,0
65 years and over,23 years,N.L.,0
65 years and over,23 years,N.L.,0
65 years and over,23 years,N.L.,0
65 years and over,23 years,P.E.I.,0
65 years and over,23 years,P.E.I.,0
65 years and over,23 years,P.E.I.,0
65 years and over,23 years,P.E.I.,1
65 years and over,23 years,P.E.I.,0
65 years and over,23 years,P.E.I.,0
65 years and over,23 years,P.E.I.,0
65 years and over,23 years,P.E.I.,0
65 years and over,23 years,P.E.I.,0
65 years and over,23 years,P.E.I.,0
65 years and over,23 years,N.S.,0
65 years and over,23 years,N.S.,0
65 years and over,23 years,N.S.,0
65 years and over,23 years,N.S.,0
